request_id,created_at,status_code,time_to_first_token,time_to_completion,model,api_key_id,project_id,input_tokens,input_non_cached_tokens,input_cached_tokens,input_audio_seconds,output_tokens
req_01kvqcgv0mepkth18zgqam950b,1782122572820,400,0.717898,1.299275,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvqbx8y6fs2tx19jf3bmcsqd,project_01kvn4qkwtfbm83tr5c0bssryc,2281,2281,0,0,200,"{\"code\":\"tool_use_failed\",\"message\":\"Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details.\",\"param\":\"\",\"type\":\"invalid_request_error\"}"
req_01kvqcejczfxevt0h6m1hsmph6,1782122498463,400,0.607265,1.245428,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvqbx8y6fs2tx19jf3bmcsqd,project_01kvn4qkwtfbm83tr5c0bssryc,2281,2281,0,0,200,"{\"code\":\"tool_use_failed\",\"message\":\"Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details.\",\"param\":\"\",\"type\":\"invalid_request_error\"}"
req_01kvnbcpzzfwkt0hq99be4s03y,1782054280191,200,0.223872,0.404875,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,5292,5292,0,0,81
req_01kvnbcnjdfwe9qb6sw0fjvbz0,1782054278733,200,0.271904,1.365635,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,4761,4761,0,0,485
req_01kvnbcn3kfwds42aht224qj0v,1782054278259,200,0.330155,0.377742,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,4691,4691,0,0,22
req_01kvnbckt4f9ntzppcy3xfsqzq,1782054276932,200,0.182595,1.231157,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,4147,4147,0,0,465
req_01kvnbcjhef9c9q0tzg5q5n92t,1782054275630,200,0.16425,1.222096,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,3616,3616,0,0,468
req_01kvnbch8wf978gcxq7d8pnxpm,1782054274332,200,0.153962,1.201324,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,3072,3072,0,0,465
req_01kvnb8sw7eqnaxbms9ykzxstc,1782054152071,200,0.150766,0.234717,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2663,2663,0,0,38
req_01kvnb4kabe4maga6k8f0exf45,1782054014283,400,0.189619,0.28669,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2647,2647,0,0,1,"{\"code\":\"tool_use_failed\",\"message\":\"tool call validation failed: parameters for tool generate_code did not match schema: errors: [`/description`: expected string, but got object]\",\"param\":\"\",\"type\":\"invalid_request_error\"}"
req_01kvnb2d1dfqx8fxxnq8cn3pe9,1782053942317,400,0.139306,0.236605,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2649,2649,0,0,1,"{\"code\":\"tool_use_failed\",\"message\":\"tool call validation failed: parameters for tool generate_code did not match schema: errors: [`/description`: expected string, but got object]\",\"param\":\"\",\"type\":\"invalid_request_error\"}"
req_01kvn7bzq1epp87p0yx1evc2p4,1782050062049,200,0.125616,0.166431,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2671,2671,0,0,19
req_01kvn7bza9e099mmrm6sztcs9s,1782050061641,200,0.12059,0.308551,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2557,2557,0,0,84
req_01kvn7a9rzeg491f9wnr9bzhxt,1782050006815,200,0.125829,0.171175,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2731,2731,0,0,21
req_01kvn7a9b4eg3ar841ymjzjf27,1782050006372,200,0.118818,0.333718,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2554,2554,0,0,96
req_01kvn6j5egefksm5w4cqarb3v5,1782049215952,429,0,0.007237,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `meta-llama/llama-4-scout-17b-16e-instruct` in organization `org_01kvn4qjzzfb7vrjf3jj23wf7y` service tier `on_demand` on tokens per minute (TPM): Limit 30000, Used 29348, Requested 3967. Please try again in 6.63s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01kvn6j517fztb2hm88az2s087,1782049215527,200,0.174599,0.331305,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,3726,3726,0,0,70
req_01kvn6hy22eebv4a3ttsptbyy1,1782049208386,429,0,0.006825,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `meta-llama/llama-4-scout-17b-16e-instruct` in organization `org_01kvn4qjzzfb7vrjf3jj23wf7y` service tier `on_demand` on tokens per minute (TPM): Limit 30000, Used 29335, Requested 3853. Please try again in 6.375999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01kvn6hxm9f8csxvhzk3pvzmjw,1782049207945,200,0.177136,0.333094,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,3612,3612,0,0,70
req_01kvn6hrmmed6v3pg5rmw4a4n1,1782049202836,429,0,0.007176,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `meta-llama/llama-4-scout-17b-16e-instruct` in organization `org_01kvn4qjzzfb7vrjf3jj23wf7y` service tier `on_demand` on tokens per minute (TPM): Limit 30000, Used 28427, Requested 3739. Please try again in 4.332s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01kvn6hr7bf7prfdvckvmz4jfg,1782049202411,200,0.154413,0.310504,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,3498,3498,0,0,70
req_01kvn6hqtwf7k9d6vqmq9td85h,1782049202012,200,0.142717,0.298964,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,3384,3384,0,0,70
req_01kvn6hqcbeczs0gna52s8xtjq,1782049201547,200,0.191325,0.347057,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,3270,3270,0,0,70
req_01kvn6hpx0f7fb9xa7wx1txsbm,1782049201056,200,0.156293,0.391311,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,3156,3156,0,0,105
req_01kvn6hpfdf7ctjdqpdfzgbhbq,1782049200621,200,0.137541,0.336318,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,3042,3042,0,0,89
req_01kvn6hp19f7atr283d2zz19sc,1782049200169,200,0.147215,0.355686,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2928,2928,0,0,93
req_01kvn6hncvechte3mmp5jhxpjj,1782049199515,200,0.326031,0.502658,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2814,2814,0,0,79
req_01kvn6hmx4ecet6g8t33br3td9,1782049199012,200,0.133816,0.343774,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2700,2700,0,0,94
req_01kvn6hmdvf759jgssjmjkjma1,1782049198523,200,0.245024,0.383343,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2627,2627,0,0,62
req_01kvn6hm38eccaxgt3j25kes6y,1782049198184,200,0.135032,0.230041,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2554,2554,0,0,43
req_01kvn6h1fre9e9pwccz73g0s1k,1782049179128,200,0.123853,0.264259,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2669,2669,0,0,63
req_01kvn6h15we9c9p7zrjpqnry2z,1782049178812,200,0.12712,0.213518,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2551,2551,0,0,39
req_01kvn6de9hfs7tjq089kp7js3x,1782049061169,200,0.127544,0.45998,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2755,2755,0,0,148
req_01kvn6ddvefs7avr7w54dc0hrj,1782049060718,200,0.116846,0.357743,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2618,2618,0,0,107
req_01kvn6dd8bf809bx46qesgnb6s,1782049060107,200,0.13342,0.506326,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2562,2562,0,0,166
req_01kvn6bngdfjttsa30eyess9rr,1782049003021,200,0.122542,0.257251,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2758,2758,0,0,60
req_01kvn6bn7qfjrv02phpemxkp3n,1782049002743,200,0.117952,0.192797,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2654,2654,0,0,34
req_01kvn6bmyyfjpvn5wmwkaj39j7,1782049002462,200,0.119578,0.189936,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2550,2550,0,0,32
req_01kvn6armzffardm488zmwxjyw,1782048973471,200,0.198994,0.221858,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2656,2656,0,0,11
req_01kvn6aqwaecy851z2n2bqvvqy,1782048972682,200,0.619708,0.69491,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2550,2550,0,0,34
req_01kvn6a0qaeat8z062kddmfq7s,1782048948970,200,0.116917,0.198644,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2656,2656,0,0,37
req_01kvn6a0d0fc6a04r6qkcc93fc,1782048948640,200,0.144563,0.214863,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2552,2552,0,0,32
req_01kvn5caq8ev8rtjtcae8my4xj,1782047976168,200,0.392052,0.441924,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2608,2608,0,0,23
req_01kvn5cacten48cp06e90cy7zv,1782047975834,200,0.15997,0.239233,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2549,2549,0,0,36
req_01kvn5ca3qf6dsjvgadyw05tcd,1782047975543,200,0.12485,0.191662,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2490,2490,0,0,30
req_01kvn5bckyeeeah7r1ma9hxzdv,1782047945342,200,0.134184,0.159259,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2548,2548,0,0,12
req_01kvn5bc9vf0ptap19r0qdepe0,1782047945019,200,0.121428,0.199333,meta-llama/llama-4-scout-17b-16e-instruct,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2488,2488,0,0,35
req_01kvn5ayhyebavsges2f94a5af,1782047930942,429,0,0.008402,llama-3.1-8b-instant,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kvn4qjzzfb7vrjf3jj23wf7y` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5859, Requested 3216. Please try again in 30.749999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01kvn5ay3zewxsmr4kbdk7h8vw,1782047930495,200,0.30874,0.352361,llama-3.1-8b-instant,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,3134,3134,0,0,30
req_01kvn59zp7er9rkgyrbddqjydg,1782047899335,429,0,0.006245,llama-3.1-8b-instant,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kvn4qjzzfb7vrjf3jj23wf7y` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5855, Requested 3213. Please try again in 30.68s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01kvn59zb8e78tnfc071tyk51n,1782047898984,200,0.250243,0.26254,llama-3.1-8b-instant,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,3074,3074,0,0,13
req_01kvn59bp9ekja9g9rvg56yfpg,1782047878857,429,0,0.006208,llama-3.1-8b-instant,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kvn4qjzzfb7vrjf3jj23wf7y` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 4815, Requested 3153. Please try again in 19.68s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01kvn59bdbekeas7apd82ee78y,1782047878571,200,0.169208,0.193803,llama-3.1-8b-instant,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,3006,1982,1024,0,16
req_01kvn59aatek7aefwdb9dt4axt,1782047877466,429,0,0.008887,llama-3.1-8b-instant,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kvn4qjzzfb7vrjf3jj23wf7y` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 2954, Requested 3085. Please try again in 389.999999ms. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01kvn58dwxe07rfn80cnmn0qd2,1782047848349,429,0,0.005178,llama-3.1-8b-instant,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kvn4qjzzfb7vrjf3jj23wf7y` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5867, Requested 3023. Please try again in 28.9s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01kvn58dhte06aqvfhf2fna3zp,1782047847994,200,0.223694,0.27033,llama-3.1-8b-instant,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2928,2928,0,0,26
req_01kvn57j28fvfvh1asw9jv7crb,1782047819848,429,0,0.005003,llama-3.1-8b-instant,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,0,0,0,0,0,"{\"code\":\"rate_limit_exceeded\",\"message\":\"Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kvn4qjzzfb7vrjf3jj23wf7y` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5761, Requested 2945. Please try again in 27.06s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing\",\"param\":\"\",\"type\":\"tokens\"}"
req_01kvn57hqafnrt7mq4v6xjy01t,1782047819498,200,0.226252,0.264916,llama-3.1-8b-instant,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2899,2899,0,0,19
req_01kvn56m6bfnxb9by6kw44wbav,1782047789259,200,0.226247,0.246559,llama-3.1-8b-instant,key_01kvn4r2mqfjj8ba4fzbg8mvxe,project_01kvn4qkwtfbm83tr5c0bssryc,2927,2927,0,0,17
